OverallQual_GrLivArea,Overall Qual_p3,Overall Qual_p2,Overall Qual,Gr Liv Area,Gr Liv Area_p2,Yr Sold,SalePrice
6485,125,25,5,1297,1682209,2009,153000
9330,125,25,5,1866,3481956,2009,135000
6372,216,36,6,1062,1127844,2009,131000
6595,125,25,5,1319,1739761,2009,123000
5560,125,25,5,1112,1236544,2009,126000
4020,64,16,4,1005,1010025,2009,115000
6815,125,25,5,1363,1857769,2009,164900
3965,125,25,5,793,628849,2009,113000
5155,125,25,5,1031,1062961,2009,145500
6050,125,25,5,1210,1464100,2009,102900
5097,27,9,3,1699,2886601,2009,95000
10689,343,49,7,1527,2331729,2009,152500
6000,125,25,5,1200,1440000,2009,129900
5832,216,36,6,972,944784,2009,132000
2376,27,9,3,792,627264,2009,99900
8280,125,25,5,1656,2742336,2009,135000
6760,125,25,5,1352,1827904,2009,149000
4156,64,16,4,1039,1079521,2009,114000
3960,125,25,5,792,627264,2009,109500
5390,125,25,5,1078,1162084,2009,125000
9508,64,16,4,2377,5650129,2009,142900
11830,343,49,7,1690,2856100,2009,156500
1198,8,4,2,599,358801,2009,59000
5496,64,16,4,1374,1887876,2009,105000
4230,125,25,5,846,715716,2009,106000
2175,27,9,3,725,525625,2009,78500
15264,216,36,6,2544,6471936,2009,190000
8280,216,36,6,1380,1904400,2009,154000
6240,216,36,6,1040,1081600,2009,163000
13170,125,25,5,2634,6937956,2009,200000
5706,216,36,6,951,904401,2009,143500
6630,216,36,6,1105,1221025,2009,135000
6530,125,25,5,1306,1705636,2009,153000
8868,216,36,6,1478,2184484,2009,157500
6852,216,36,6,1142,1304164,2009,113500
6340,125,25,5,1268,1607824,2009,133000
3120,27,9,3,1040,1081600,2009,92900
6798,216,36,6,1133,1283689,2009,128500
4160,64,16,4,1040,1081600,2009,90000
9520,125,25,5,1904,3625216,2009,138000
5205,125,25,5,1041,1083681,2009,128000
6695,125,25,5,1339,1792921,2009,139000
3660,125,25,5,732,535824,2009,118900
5915,125,25,5,1183,1399489,2009,138000
5740,125,25,5,1148,1317904,2009,132500
5844,64,16,4,1461,2134521,2009,133500
8970,216,36,6,1495,2235025,2009,135000
10836,216,36,6,1806,3261636,2009,144750
4705,125,25,5,941,885481,2009,145000
6270,216,36,6,1045,1092025,2009,127000
4470,125,25,5,894,799236,2009,109500
7344,216,36,6,1224,1498176,2009,115000
6150,125,25,5,1230,1512900,2009,110000
8268,216,36,6,1378,1898884,2009,128900
11664,216,36,6,1944,3779136,2009,103500
5655,125,25,5,1131,1279161,2009,66500
6530,125,25,5,1306,1705636,2009,130000
7320,125,25,5,1464,2143296,2009,129000
7790,125,25,5,1558,2427364,2009,150000
11860,125,25,5,2372,5626384,2009,107500
6804,64,16,4,1701,2893401,2009,94550
9800,125,25,5,1960,3841600,2009,124500
9723,343,49,7,1389,1929321,2009,135000
7235,125,25,5,1447,2093809,2009,103000
3744,64,16,4,936,876096,2009,93000
6640,125,25,5,1328,1763584,2009,129500
6935,125,25,5,1387,1923769,2009,93000
3444,64,16,4,861,741321,2009,80000
1224,8,4,2,612,374544,2009,45000
2904,27,9,3,968,937024,2009,37900
4430,125,25,5,886,784996,2009,91300
3960,125,25,5,792,627264,2009,99500
5808,64,16,4,1452,2108304,2009,113000
6040,64,16,4,1510,2280100,2009,87500
6420,125,25,5,1284,1648656,2009,110000
10690,125,25,5,2138,4571044,2009,106000
18480,343,49,7,2640,6969600,2009,265979
12042,216,36,6,2007,4028049,2009,160000
7728,216,36,6,1288,1658944,2009,119000
13936,512,64,8,1742,3034564,2009,168000
3264,64,16,4,816,665856,2009,58500
10374,343,49,7,1482,2196324,2009,143000
5110,125,25,5,1022,1044484,2009,85000
9345,125,25,5,1869,3493161,2009,124900
8880,216,36,6,1480,2190400,2009,119000
9126,216,36,6,1521,2313441,2009,146500
2880,64,16,4,720,518400,2009,34900
2391,27,9,3,797,635209,2009,44000
7880,125,25,5,1576,2483776,2009,223500
8592,216,36,6,1432,2050624,2009,149000
10836,343,49,7,1548,2396304,2009,205000
8270,125,25,5,1654,2735716,2009,137000
5712,216,36,6,952,906304,2009,121000
5296,64,16,4,1324,1752976,2009,128000
7056,216,36,6,1176,1382976,2009,134900
6740,125,25,5,1348,1817104,2009,117000
8472,216,36,6,1412,1993744,2009,132500
5710,125,25,5,1142,1304164,2009,93000
5424,216,36,6,904,817216,2009,119000
6505,125,25,5,1301,1692601,2009,100000
7695,125,25,5,1539,2368521,2009,141500
6292,64,16,4,1573,2474329,2009,133000
1600,8,4,2,800,640000,2009,60000
4375,125,25,5,875,765625,2009,105000
4975,125,25,5,995,990025,2009,115000
7910,125,25,5,1582,2502724,2009,150000
5360,125,25,5,1072,1149184,2009,126500
12804,216,36,6,2134,4553956,2009,214500
14133,343,49,7,2019,4076361,2009,167500
10608,216,36,6,1768,3125824,2009,155000
12782,343,49,7,1826,3334276,2009,155000
13608,343,49,7,1944,3779136,2009,179900
13374,216,36,6,2229,4968441,2009,104000
10640,125,25,5,2128,4528384,2009,62500
11580,216,36,6,1930,3724900,2009,149000
4832,64,16,4,1208,1459264,2009,103000
8562,216,36,6,1427,2036329,2009,123000
13048,343,49,7,1864,3474496,2009,97500
9996,216,36,6,1666,2775556,2009,135000
3568,64,16,4,892,795664,2009,70000
8418,216,36,6,1403,1968409,2009,116000
2816,64,16,4,704,495616,2009,88750
6000,125,25,5,1200,1440000,2009,179000
6000,125,25,5,1200,1440000,2009,179000
5760,125,25,5,1152,1327104,2009,159900
904,1,1,1,904,817216,2009,61000
8214,216,36,6,1369,1874161,2009,103600
5560,125,25,5,1112,1236544,2009,63000
7320,125,25,5,1464,2143296,2009,175000
5605,125,25,5,1121,1256641,2009,139000
10098,216,36,6,1683,2832489,2009,172500
5260,125,25,5,1052,1106704,2009,113500
4495,125,25,5,899,808201,2009,130000
6204,216,36,6,1034,1069156,2009,149900
4290,125,25,5,858,736164,2009,134900
4300,125,25,5,860,739600,2009,137000
5460,125,25,5,1092,1192464,2009,139000
8870,125,25,5,1774,3147076,2009,165000
6828,216,36,6,1138,1295044,2009,148000
10355,125,25,5,2071,4289041,2009,165000
1320,8,4,2,660,435600,2009,63900
7152,64,16,4,1788,3196944,2009,161500
7365,125,25,5,1473,2169729,2009,143000
4916,64,16,4,1229,1510441,2009,135000
3444,64,16,4,861,741321,2009,82500
9335,125,25,5,1867,3485689,2009,190000
5199,27,9,3,1733,3003289,2009,139600
5532,64,16,4,1383,1912689,2009,122000
10134,216,36,6,1689,2852721,2009,127500
5365,125,25,5,1073,1151329,2009,121500
6380,125,25,5,1276,1628176,2009,60000
9834,216,36,6,1639,2686321,2009,154400
2688,64,16,4,672,451584,2009,113000
5445,125,25,5,1089,1185921,2009,125000
3380,64,16,4,845,714025,2009,84000
5245,125,25,5,1049,1100401,2009,139500
8580,125,25,5,1716,2944656,2009,131000
7548,216,36,6,1258,1582564,2009,105000
6040,64,16,4,1510,2280100,2009,108000
7427,343,49,7,1061,1125721,2009,162000
8028,216,36,6,1338,1790244,2009,156500
17056,512,64,8,2132,4545424,2009,316600
15372,343,49,7,2196,4822416,2009,271900
12425,343,49,7,1775,3150625,2009,213000
13153,343,49,7,1879,3530641,2009,239900
16160,512,64,8,2020,4080400,2009,239500
10080,125,25,5,2016,4064256,2009,131000
7675,125,25,5,1535,2356225,2009,118964
6120,125,25,5,1224,1498176,2009,153337
11140,125,25,5,2228,4963984,2009,147983
7675,125,25,5,1535,2356225,2009,118858
7675,125,25,5,1535,2356225,2009,118858
11200,125,25,5,2240,5017600,2009,142953
6145,125,25,5,1229,1510441,2009,148325
7565,125,25,5,1513,2289169,2009,113722
19509,343,49,7,2787,7767369,2009,269500
19509,343,49,7,2787,7767369,2009,269500
19509,343,49,7,2787,7767369,2009,269500
15120,729,81,9,1680,2822400,2009,323262
13744,512,64,8,1718,2951524,2009,297000
13040,512,64,8,1630,2656900,2009,295493
15480,729,81,9,1720,2958400,2009,332000
11744,512,64,8,1468,2155024,2009,239900
14144,512,64,8,1768,3125824,2009,212000
14704,512,64,8,1838,3378244,2009,272500
16200,729,81,9,1800,3240000,2009,239000
11228,343,49,7,1604,2572816,2009,220000
9030,343,49,7,1290,1664100,2009,200000
10032,512,64,8,1254,1572516,2009,221800
8624,343,49,7,1232,1517824,2009,194500
11984,512,64,8,1498,2244004,2009,237000
8532,216,36,6,1422,2022084,2009,173000
11508,343,49,7,1644,2702736,2009,275000
12313,343,49,7,1759,3094081,2009,233500
10630,125,25,5,2126,4519876,2009,185000
5200,125,25,5,1040,1081600,2009,152000
4950,125,25,5,990,980100,2009,143000
10584,216,36,6,1764,3111696,2009,231500
11627,343,49,7,1661,2758921,2009,212000
10241,343,49,7,1463,2140369,2009,207000
5485,125,25,5,1097,1203409,2009,145000
4950,125,25,5,990,980100,2009,138000
12453,343,49,7,1779,3164841,2009,197900
10507,343,49,7,1501,2253001,2009,204000
10017,343,49,7,1431,2047761,2009,192000
10632,216,36,6,1772,3139984,2009,200000
11620,343,49,7,1660,2755600,2009,195000
11011,343,49,7,1573,2474329,2009,227000
12880,343,49,7,1840,3385600,2009,230000
10010,343,49,7,1430,2044900,2009,187100
10108,343,49,7,1444,2085136,2009,203000
10444,343,49,7,1492,2226064,2009,201000
5200,125,25,5,1040,1081600,2009,124000
4535,125,25,5,907,822649,2009,140000
4570,125,25,5,914,835396,2009,134900
5200,125,25,5,1040,1081600,2009,150500
4320,125,25,5,864,746496,2009,136500
6340,125,25,5,1268,1607824,2009,143500
4320,125,25,5,864,746496,2009,133500
4470,125,25,5,894,799236,2009,123000
3840,125,25,5,768,589824,2009,133900
3840,125,25,5,768,589824,2009,133000
11277,343,49,7,1611,2595321,2009,250000
17472,512,64,8,2184,4769856,2009,254750
14304,512,64,8,1788,3196944,2009,236500
14976,512,64,8,1872,3504384,2009,261500
19377,729,81,9,2153,4635409,2009,313000
13090,343,49,7,1870,3496900,2009,211000
12104,512,64,8,1513,2289169,2009,220000
10528,343,49,7,1504,2262016,2009,203000
14624,512,64,8,1828,3341584,2009,279500
9919,343,49,7,1417,2007889,2009,210000
14238,343,49,7,2034,4137156,2009,219500
12012,343,49,7,1716,2944656,2009,191000
8484,343,49,7,1212,1468944,2009,178000
11410,343,49,7,1630,2656900,2009,213000
5088,216,36,6,848,719104,2009,144000
5088,216,36,6,848,719104,2009,140000
12816,512,64,8,1602,2566404,2009,293200
12096,343,49,7,1728,2985984,2009,190000
10500,343,49,7,1500,2250000,2009,190000
8856,216,36,6,1476,2178576,2009,173500
8376,216,36,6,1396,1948816,2009,170000
4504,64,16,4,1126,1267876,2009,108000
7430,125,25,5,1486,2208196,2009,167000
3264,64,16,4,816,665856,2009,100000
13454,343,49,7,1922,3694084,2009,198500
8556,216,36,6,1426,2033476,2009,159500
4596,64,16,4,1149,1320201,2009,127000
6750,216,36,6,1125,1265625,2009,125000
15282,729,81,9,1698,2883204,2009,320000
6432,216,36,6,1072,1149184,2009,145500
3490,125,25,5,698,487204,2009,118000
3504,64,16,4,876,767376,2009,85000
6840,125,25,5,1368,1871424,2009,120000
6116,64,16,4,1529,2337841,2009,98000
4320,125,25,5,864,746496,2009,99900
2832,27,9,3,944,891136,2009,82000
8390,125,25,5,1678,2815684,2009,119900
7800,125,25,5,1560,2433600,2009,103500
3840,64,16,4,960,921600,2009,112000
7176,216,36,6,1196,1430416,2009,110000
6490,125,25,5,1298,1684804,2009,122000
8020,125,25,5,1604,2572816,2009,117000
6340,125,25,5,1268,1607824,2009,160000
7600,125,25,5,1520,2310400,2009,159434
876,8,4,2,438,191844,2009,60000
8934,216,36,6,1489,2217121,2009,139500
21574,343,49,7,3082,9498724,2009,197000
7452,216,36,6,1242,1542564,2009,105000
7924,64,16,4,1981,3924361,2009,135000
7392,216,36,6,1232,1517824,2009,147500
9648,216,36,6,1608,2585664,2009,137450
7945,343,49,7,1135,1288225,2009,155000
11478,216,36,6,1913,3659569,2009,177000
10339,343,49,7,1477,2181529,2009,145000
8596,343,49,7,1228,1507984,2009,137000
14560,343,49,7,2080,4326400,2009,234000
7835,125,25,5,1567,2455489,2009,205000
8964,216,36,6,1494,2232036,2009,177500
6540,125,25,5,1308,1710864,2009,160000
6365,125,25,5,1273,1620529,2009,155000
4820,125,25,5,964,929296,2009,163500
6715,125,25,5,1343,1803649,2009,154900
17360,343,49,7,2480,6150400,2009,205000
5560,125,25,5,1112,1236544,2009,144800
10948,343,49,7,1564,2446096,2009,174500
9366,216,36,6,1561,2436721,2009,193000
7615,125,25,5,1523,2319529,2009,158000
6912,216,36,6,1152,1327104,2009,158500
11436,216,36,6,1906,3632836,2009,224000
6192,216,36,6,1032,1065024,2009,115000
7374,216,36,6,1229,1510441,2009,137000
7374,216,36,6,1229,1510441,2009,121000
7374,216,36,6,1229,1510441,2009,124000
11892,216,36,6,1982,3928324,2009,208000
16555,343,49,7,2365,5593225,2009,315000
10080,216,36,6,1680,2822400,2009,222000
6720,125,25,5,1344,1806336,2009,147000
10840,125,25,5,2168,4700224,2009,123000
5960,125,25,5,1192,1420864,2009,78000
4578,27,9,3,1526,2328676,2009,85000
2288,64,16,4,572,327184,2009,75000
13184,512,64,8,1648,2715904,2009,230000
1620,8,4,2,810,656100,2009,57625
16416,512,64,8,2052,4210704,2009,251000
15043,343,49,7,2149,4618201,2009,239686
11970,343,49,7,1710,2924100,2009,240000
11766,216,36,6,1961,3845521,2009,215000
5556,216,36,6,926,857476,2009,156450
7722,216,36,6,1287,1656369,2009,173000
8670,125,25,5,1734,3006756,2009,126000
8519,343,49,7,1217,1481089,2009,173000
7975,125,25,5,1595,2544025,2009,152000
8064,216,36,6,1344,1806336,2009,137500
14252,343,49,7,2036,4145296,2009,375000
14580,729,81,9,1620,2624400,2009,315500
11844,343,49,7,1692,2862864,2009,224500
18324,729,81,9,2036,4145296,2009,410000
14769,729,81,9,1641,2692881,2009,316500
11728,512,64,8,1466,2149156,2009,201000
8472,216,36,6,1412,1993744,2009,175000
13422,216,36,6,2237,5004169,2009,204000
10353,343,49,7,1479,2187441,2009,213500
10368,512,64,8,1296,1679616,2009,220000
14098,343,49,7,2014,4056196,2009,170000
16542,729,81,9,1838,3378244,2009,315000
17802,729,81,9,1978,3912484,2009,425000
5040,125,25,5,1008,1016064,2009,139500
8855,125,25,5,1771,3136441,2009,115000
7224,216,36,6,1204,1449616,2009,162000
7344,216,36,6,1224,1498176,2009,165000
3952,64,16,4,988,976144,2009,91000
4370,125,25,5,874,763876,2009,130000
2520,64,16,4,630,396900,2009,86000
7020,125,25,5,1404,1971216,2009,160000
2520,64,16,4,630,396900,2009,80000
5376,64,16,4,1344,1806336,2009,97000
4368,64,16,4,1092,1192464,2009,88000
3980,125,25,5,796,633616,2009,131900
6546,216,36,6,1091,1190281,2009,131250
5550,125,25,5,1110,1232100,2009,165500
4165,125,25,5,833,693889,2009,112000
4415,125,25,5,883,779689,2009,149000
6810,125,25,5,1362,1855044,2009,143000
6435,125,25,5,1287,1656369,2009,130000
9402,216,36,6,1567,2455489,2009,196000
8160,125,25,5,1632,2663424,2009,173000
8484,216,36,6,1414,1999396,2008,176500
12702,216,36,6,2117,4481689,2008,237500
12672,216,36,6,2112,4460544,2008,206900
9624,216,36,6,1604,2572816,2008,187500
8820,216,36,6,1470,2160900,2008,165000
9624,216,36,6,1604,2572816,2008,195500
9828,216,36,6,1638,2683044,2008,192000
9816,216,36,6,1636,2676496,2008,173000
6920,125,25,5,1384,1915456,2008,177900
10122,343,49,7,1446,2090916,2008,175000
12744,512,64,8,1593,2537649,2008,286000
13456,512,64,8,1682,2829124,2008,247900
10696,512,64,8,1337,1787569,2008,180000
10240,512,64,8,1280,1638400,2008,180000
9624,216,36,6,1604,2572816,2008,181000
9798,216,36,6,1633,2666689,2008,183000
9948,216,36,6,1658,2748964,2008,188000
13265,343,49,7,1895,3591025,2008,194500
10254,216,36,6,1709,2920681,2008,185000
9824,512,64,8,1228,1507984,2008,189000
10696,512,64,8,1337,1787569,2008,188500
20000,512,64,8,2500,6250000,2008,355000
22536,729,81,9,2504,6270016,2008,325000
16956,729,81,9,1884,3549456,2008,387000
8844,216,36,6,1474,2172676,2008,115000
15390,729,81,9,1710,2924100,2008,334000
8928,216,36,6,1488,2214144,2008,133000
14651,343,49,7,2093,4380649,2008,215000
11816,343,49,7,1688,2849344,2008,226500
8532,216,36,6,1422,2022084,2008,175500
8820,343,49,7,1260,1587600,2008,181900
14448,343,49,7,2064,4260096,2008,235000
12474,343,49,7,1782,3175524,2008,220000
17232,216,36,6,2872,8248384,2008,272000
7266,216,36,6,1211,1466521,2008,161000
5630,125,25,5,1126,1267876,2008,175000
14308,343,49,7,2044,4177936,2008,185000
6540,125,25,5,1308,1710864,2008,146900
19880,343,49,7,2840,8065600,2008,292500
9138,216,36,6,1523,2319529,2008,180000
8664,216,36,6,1444,2085136,2008,159900
13748,343,49,7,1964,3857296,2008,205000
5890,125,25,5,1178,1387684,2008,157000
18720,512,64,8,2340,5475600,2008,306000
8960,125,25,5,1792,3211264,2008,133000
6324,216,36,6,1054,1110916,2008,151000
3744,64,16,4,936,876096,2008,111900
4320,125,25,5,864,746496,2008,123000
3456,64,16,4,864,746496,2008,111250
8022,216,36,6,1337,1787569,2008,181000
5922,216,36,6,987,974169,2008,103400
5922,216,36,6,987,974169,2008,100000
5922,216,36,6,987,974169,2008,100500
5922,216,36,6,987,974169,2008,106000
5922,216,36,6,987,974169,2008,85400
5922,216,36,6,987,974169,2008,89500
6510,125,25,5,1302,1695204,2008,111750
6414,216,36,6,1069,1142761,2008,140000
8736,216,36,6,1456,2119936,2008,143000
7385,343,49,7,1055,1113025,2008,148500
4460,125,25,5,892,795664,2008,110000
15456,512,64,8,1932,3732624,2008,394617
23320,1000,100,10,2332,5438224,2008,426000
20840,1000,100,10,2084,4343056,2008,385000
24417,729,81,9,2713,7360369,2008,446261
12656,512,64,8,1582,2502724,2008,317500
13680,512,64,8,1710,2924100,2008,372402
19712,512,64,8,2464,6071296,2008,417500
17550,729,81,9,1950,3802500,2008,383000
24732,729,81,9,2748,7551504,2008,390000
27900,1000,100,10,2790,7784100,2008,460000
20979,729,81,9,2331,5433561,2008,379000
16704,512,64,8,2088,4359744,2008,250000
18656,512,64,8,2332,5438224,2008,316000
24700,1000,100,10,2470,6100900,2008,615000
24012,729,81,9,2668,7118224,2008,412500
14322,343,49,7,2046,4186116,2008,284000
12600,512,64,8,1575,2480625,2008,284000
21192,512,64,8,2649,7017201,2008,421250
21520,512,64,8,2690,7236100,2008,370000
16794,729,81,9,1866,3481956,2008,336860
15318,729,81,9,1702,2896804,2008,367294
9569,343,49,7,1367,1868689,2008,192000
12144,512,64,8,1518,2304324,2008,274000
15156,729,81,9,1684,2835856,2008,266000
16200,729,81,9,1800,3240000,2008,370967
10736,512,64,8,1342,1800964,2008,234250
10736,512,64,8,1342,1800964,2008,219500
11382,343,49,7,1626,2643876,2008,155000
11382,343,49,7,1626,2643876,2008,154000
9506,343,49,7,1358,1844164,2008,207000
10185,343,49,7,1455,2117025,2008,195000
11032,343,49,7,1576,2483776,2008,219990
10528,343,49,7,1504,2262016,2008,191000
8862,343,49,7,1266,1602756,2008,159895
8722,343,49,7,1246,1552516,2008,187687
9090,216,36,6,1515,2295225,2008,179000
9558,216,36,6,1593,2537649,2008,193000
8162,343,49,7,1166,1359556,2008,190000
8736,216,36,6,1456,2119936,2008,176000
12040,343,49,7,1720,2958400,2008,188000
13902,343,49,7,1986,3944196,2008,213000
9506,343,49,7,1358,1844164,2008,217300
10752,216,36,6,1792,3211264,2008,186500
13244,343,49,7,1892,3579664,2008,226750
10430,343,49,7,1490,2220100,2008,184000
16254,343,49,7,2322,5391684,2008,225000
11557,343,49,7,1651,2725801,2008,185900
17592,512,64,8,2199,4835601,2008,284500
21040,512,64,8,2630,6916900,2008,315000
17584,512,64,8,2198,4831204,2008,250000
19548,729,81,9,2172,4717584,2008,291000
16048,512,64,8,2006,4024036,2008,350000
14875,343,49,7,2125,4515625,2008,279500
20008,512,64,8,2501,6255001,2008,290000
16904,512,64,8,2113,4464769,2008,350000
16926,343,49,7,2418,5846724,2008,341000
15379,343,49,7,2197,4826809,2008,287500
14889,343,49,7,2127,4524129,2008,271000
15896,512,64,8,1987,3948169,2008,301500
12640,512,64,8,1580,2496400,2008,235128
11598,216,36,6,1933,3736489,2008,214000
12592,512,64,8,1574,2477476,2008,232000
11046,343,49,7,1578,2490084,2008,240000
13554,729,81,9,1506,2268036,2008,264132
12504,512,64,8,1563,2442969,2008,245000
9996,343,49,7,1428,2039184,2008,227680
14888,512,64,8,1861,3463321,2008,257000
14992,512,64,8,1874,3511876,2008,297900
10976,512,64,8,1372,1882384,2008,212700
9604,343,49,7,1372,1882384,2008,250580
12376,343,49,7,1768,3125824,2008,226700
15936,512,64,8,1992,3968064,2008,250000
13706,343,49,7,1958,3833764,2008,250000
16624,512,64,8,2078,4318084,2008,339750
13280,512,64,8,1660,2755600,2008,256000
8526,343,49,7,1218,1483524,2008,230348
10368,216,36,6,1728,2985984,2008,207500
7560,343,49,7,1080,1166400,2008,141000
10176,216,36,6,1696,2876416,2008,188000
11641,343,49,7,1663,2765569,2008,192500
7050,216,36,6,1175,1380625,2008,146000
5570,125,25,5,1114,1240996,2008,159000
6684,216,36,6,1114,1240996,2008,155000
9840,216,36,6,1640,2689600,2008,173000
8134,343,49,7,1162,1350244,2008,170000
9654,216,36,6,1609,2588881,2008,182000
10080,216,36,6,1680,2822400,2008,163000
10074,216,36,6,1679,2819041,2008,193500
11599,343,49,7,1657,2745649,2008,189000
10062,216,36,6,1677,2812329,2008,190500
12159,343,49,7,1737,3017169,2008,175000
7764,216,36,6,1294,1674436,2008,179200
10260,216,36,6,1710,2924100,2008,187000
9702,216,36,6,1617,2614689,2008,193000
7194,216,36,6,1199,1437601,2008,153900
4920,125,25,5,984,968256,2008,128000
4560,125,25,5,912,831744,2008,144000
4320,125,25,5,864,746496,2008,135000
4450,125,25,5,890,792100,2008,115000
4320,125,25,5,864,746496,2008,119916
5472,216,36,6,912,831744,2008,142000
8580,216,36,6,1430,2044900,2008,192000
8205,125,25,5,1641,2692881,2008,140000
16098,216,36,6,2683,7198489,2008,290000
25074,729,81,9,2786,7761796,2008,372500
9737,343,49,7,1391,1934881,2008,196000
8750,343,49,7,1250,1562500,2008,171900
8715,343,49,7,1245,1550025,2008,178000
7200,216,36,6,1200,1440000,2008,165000
9744,343,49,7,1392,1937664,2008,146000
9744,343,49,7,1392,1937664,2008,146000
10507,343,49,7,1501,2253001,2008,179400
9294,216,36,6,1549,2399401,2008,172900
14742,729,81,9,1638,2683044,2008,300000
11790,729,81,9,1310,1716100,2008,285000
12771,729,81,9,1419,2013561,2008,290000
14013,729,81,9,1557,2424249,2008,305000
15381,729,81,9,1709,2920681,2008,328900
8764,343,49,7,1252,1567504,2008,160000
9828,343,49,7,1404,1971216,2008,170000
12523,343,49,7,1789,3200521,2008,223000
12688,512,64,8,1586,2515396,2008,170000
12856,512,64,8,1607,2582449,2008,200000
23930,1000,100,10,2393,5726449,2008,345000
10304,512,64,8,1288,1658944,2008,245500
9912,512,64,8,1239,1535121,2008,217500
13752,512,64,8,1719,2954961,2008,324000
7392,216,36,6,1232,1517824,2008,162500
26496,729,81,9,2944,8667136,2008,150000
13368,512,64,8,1671,2792241,2008,290000
11774,343,49,7,1682,2829124,2008,174000
8562,216,36,6,1427,2036329,2008,183000
10440,216,36,6,1740,3027600,2008,150000
7548,216,36,6,1258,1582564,2008,145000
11340,343,49,7,1620,2624400,2008,215000
8125,125,25,5,1625,2640625,2008,140500
15684,216,36,6,2614,6832996,2008,240000
7320,125,25,5,1464,2143296,2008,141000
4560,125,25,5,912,831744,2008,147000
4625,125,25,5,925,855625,2008,135000
8640,125,25,5,1728,2985984,2008,145000
8640,125,25,5,1728,2985984,2008,142600
8280,125,25,5,1656,2742336,2008,135000
11690,343,49,7,1670,2788900,2008,170000
21720,512,64,8,2715,7371225,2008,299800
11256,216,36,6,1876,3519376,2008,185000
9792,216,36,6,1632,2663424,2008,173000
6993,343,49,7,999,998001,2008,178400
13846,343,49,7,1978,3912484,2008,176000
5070,125,25,5,1014,1028196,2008,98000
3628,64,16,4,907,822649,2008,109008
3808,64,16,4,952,906304,2008,135750
5640,125,25,5,1128,1272384,2008,155000
8550,216,36,6,1425,2030625,2008,180500
6990,216,36,6,1165,1357225,2008,174900
6816,216,36,6,1136,1290496,2008,140000
6552,216,36,6,1092,1192464,2008,145000
6325,125,25,5,1265,1600225,2008,179900
8100,216,36,6,1350,1822500,2008,168500
5570,125,25,5,1114,1240996,2008,140000
5265,125,25,5,1053,1108809,2008,145500
7512,216,36,6,1252,1567504,2008,142000
4400,64,16,4,1100,1210000,2008,141000
5590,125,25,5,1118,1249924,2008,153000
2160,27,9,3,720,518400,2008,72500
2187,27,9,3,729,531441,2008,52000
5385,125,25,5,1077,1159929,2008,118000
3624,64,16,4,906,820836,2008,87000
7480,125,25,5,1496,2238016,2008,141500
7512,216,36,6,1252,1567504,2008,119000
6685,125,25,5,1337,1787569,2008,141500
9966,216,36,6,1661,2758921,2008,165500
5180,125,25,5,1036,1073296,2008,112900
12740,343,49,7,1820,3312400,2008,201800
8172,216,36,6,1362,1855044,2008,163000
5720,125,25,5,1144,1308736,2008,139950
9222,216,36,6,1537,2362369,2008,174000
8586,216,36,6,1431,2047761,2008,165000
11928,216,36,6,1988,3952144,2008,227000
5490,125,25,5,1098,1205604,2008,135000
5720,125,25,5,1144,1308736,2008,124000
6415,125,25,5,1283,1646089,2008,140000
5880,125,25,5,1176,1382976,2008,136500
7200,125,25,5,1440,2073600,2008,185000
7566,216,36,6,1261,1590121,2008,163000
9420,216,36,6,1570,2464900,2008,166800
7176,216,36,6,1196,1430416,2008,139000
8352,216,36,6,1392,1937664,2008,166000
6480,216,36,6,1080,1166400,2008,136000
5520,125,25,5,1104,1218816,2008,133000
4410,125,25,5,882,777924,2008,116000
5760,125,25,5,1152,1327104,2008,137500
4750,125,25,5,950,902500,2008,130000
10740,216,36,6,1790,3204100,2008,180000
4760,125,25,5,952,906304,2008,139000
3865,125,25,5,773,597529,2008,110000
8820,125,25,5,1764,3111696,2008,100000
6080,125,25,5,1216,1478656,2008,118500
9120,125,25,5,1824,3326976,2008,146000
3476,64,16,4,869,755161,2008,89900
5795,125,25,5,1159,1343281,2008,114000
7790,125,25,5,1558,2427364,2008,140000
2688,64,16,4,672,451584,2008,86900
7180,125,25,5,1436,2062096,2008,139000
5176,64,16,4,1294,1674436,2008,106250
10296,216,36,6,1716,2944656,2008,171000
5220,125,25,5,1044,1089936,2008,139000
9184,343,49,7,1312,1721344,2008,186000
7518,216,36,6,1253,1570009,2008,157000
6486,216,36,6,1081,1168561,2008,148000
14483,343,49,7,2069,4280761,2008,242000
4550,125,25,5,910,828100,2008,116000
4380,125,25,5,876,767376,2008,94000
5240,125,25,5,1048,1098304,2008,98300
7535,125,25,5,1507,2271049,2008,127000
6280,125,25,5,1256,1577536,2008,159000
5135,125,25,5,1027,1054729,2008,125900
6345,125,25,5,1269,1610361,2008,155000
7920,216,36,6,1320,1742400,2008,138000
5904,216,36,6,984,968256,2008,112500
4992,216,36,6,832,692224,2008,105500
7668,216,36,6,1278,1633284,2008,127500
9000,125,25,5,1800,3240000,2008,130000
7940,125,25,5,1588,2521744,2008,150000
4125,125,25,5,825,680625,2008,109500
10776,216,36,6,1796,3225616,2008,140000
9666,216,36,6,1611,2595321,2008,167900
5585,125,25,5,1117,1247689,2008,136870
6798,216,36,6,1133,1283689,2008,143000
3820,125,25,5,764,583696,2008,73000
7695,125,25,5,1539,2368521,2008,157500
6615,125,25,5,1323,1750329,2008,122600
